#clusterID	species	gene	is_seed_ortholog	confidence_score	species_in_cluster	tree_conflict	
31	1.fa	run57_G3_1	0	0.493	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	1.fa	run57_G2_1	0	0.437	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	2.fa	run57_G18_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	2.fa	run57_G17_3	0	0.882	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	3.fa	run57_G20_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	4.fa	run57_G21_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	5.fa	run57_G23_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	6.fa	run57_G25_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	6.fa	run57_G27_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	7.fa	run57_G31_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	7.fa	run57_G32_11	0	0.649	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	1.fa	run57_G5_1	0	0.197	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
31	6.fa	run57_G26_9	0	0.887	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
32	0.fa	run94_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	1.fa	run94_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	2.fa	run94_G3_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	2.fa	run94_G4_3	0	0.944	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	3.fa	run94_G6_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	4.fa	run94_G7_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	5.fa	run94_G9_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	7.fa	run94_G13_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	7.fa	run94_G16_11	0	0.649	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
32	7.fa	run94_G14_11	0	0.702	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
33	0.fa	run10_G2_0	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	0.fa	run10_G1_0	0	0.579	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	1.fa	run10_G10_1	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	0.fa	run10_G13_0	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	1.fa	run10_G14_1	0	0.075	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	1.fa	run10_G15_1	0	0.083	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	6.fa	run10_G27_9	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	7.fa	run10_G30_11	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	7.fa	run10_G29_11	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	0.fa	run10_G8_0	0	0.256	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	0.fa	run10_G7_0	0	0.140	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	2.fa	run10_G19_3	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	2.fa	run10_G20_3	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	0.fa	run10_G0_0	0	0.157	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
33	1.fa	run10_G5_1	0	0.050	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
34	0.fa	run13_G3_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	1.fa	run13_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	2.fa	run13_G7_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	3.fa	run13_G8_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	4.fa	run13_G9_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	5.fa	run13_G11_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	6.fa	run13_G13_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	7.fa	run13_G15_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	0.fa	run13_G0_0	0	0.180	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
34	1.fa	run13_G4_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
35	0.fa	run33_G3_0	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	1.fa	run33_G5_1	0	0.365	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	6.fa	run33_G18_9	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	6.fa	run33_G17_9	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	7.fa	run33_G21_11	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	7.fa	run33_G22_11	0	0.688	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	0.fa	run33_G0_0	0	0.258	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	2.fa	run33_G11_3	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	1.fa	run33_G4_1	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
35	1.fa	run33_G7_1	0	0.417	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
36	0.fa	run48_G3_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	1.fa	run48_G4_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	2.fa	run48_G18_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	3.fa	run48_G20_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	4.fa	run48_G21_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	5.fa	run48_G25_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	6.fa	run48_G27_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	7.fa	run48_G30_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	7.fa	run48_G29_11	0	0.662	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	2.fa	run48_G17_3	0	0.107	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	0.fa	run48_G7_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	0.fa	run48_G8_0	0	0.202	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	1.fa	run48_G1_1	0	0.117	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	4.fa	run48_G22_5	0	0.575	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
36	0.fa	run48_G0_0	0	0.063	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	0.fa	run16_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	1.fa	run16_G4_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	1.fa	run16_G7_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	1.fa	run16_G2_1	0	0.783	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	1.fa	run16_G3_1	0	0.707	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	1.fa	run16_G10_1	0	0.641	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	2.fa	run16_G13_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	3.fa	run16_G14_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	3.fa	run16_G19_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	4.fa	run16_G15_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	5.fa	run16_G17_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	4.fa	run16_G20_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	5.fa	run16_G22_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	6.fa	run16_G26_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	6.fa	run16_G28_9	0	0.977	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	6.fa	run16_G25_9	0	0.969	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	7.fa	run16_G31_11	0	0.420	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
37	7.fa	run16_G32_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	0.fa	run90_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	0.fa	run90_G1_0	0	0.960	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	1.fa	run90_G5_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	2.fa	run90_G8_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	2.fa	run90_G7_3	0	0.884	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	2.fa	run90_G10_3	0	0.768	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	3.fa	run90_G15_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	3.fa	run90_G12_4	0	0.619	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	4.fa	run90_G16_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	5.fa	run90_G19_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	6.fa	run90_G21_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	7.fa	run90_G23_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	0.fa	run90_G3_0	0	0.333	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	4.fa	run90_G13_5	0	0.291	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
38	7.fa	run90_G24_11	0	0.194	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
39	0.fa	run59_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	0.fa	run59_G4_0	0	0.719	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	0.fa	run59_G1_0	0	0.552	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	0.fa	run59_G2_0	0	0.500	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	1.fa	run59_G9_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	2.fa	run59_G11_3	0	0.600	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	2.fa	run59_G12_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	2.fa	run59_G13_3	0	0.300	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	2.fa	run59_G14_3	0	0.240	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	3.fa	run59_G18_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	4.fa	run59_G19_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	5.fa	run59_G21_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	5.fa	run59_G22_7	0	0.938	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	6.fa	run59_G25_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	7.fa	run59_G28_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
39	7.fa	run59_G27_11	0	0.905	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
40	0.fa	run50_G0_0	1	1.000	0.fa-1.fa	No
40	1.fa	run50_G2_1	1	1.000	0.fa-1.fa	No
41	0.fa	run18_G1_0	1	1.000	0.fa-1.fa	No
41	0.fa	run18_G0_0	0	0.349	0.fa-1.fa	No
41	1.fa	run18_G3_1	1	1.000	0.fa-1.fa	No
41	1.fa	run18_G4_1	0	0.683	0.fa-1.fa	No
42	0.fa	run63_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	1.fa	run63_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	2.fa	run63_G10_3	0	0.083	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	2.fa	run63_G9_3	0	0.275	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	2.fa	run63_G8_3	0	0.242	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	3.fa	run63_G14_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	4.fa	run63_G15_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	5.fa	run63_G17_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	6.fa	run63_G19_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	7.fa	run63_G21_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	2.fa	run63_G6_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	2.fa	run63_G3_3	0	0.258	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
42	2.fa	run63_G4_3	0	0.258	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. names
43	0.fa	run88_G3_0	0	0.592	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	0.fa	run88_G4_0	0	0.563	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	0.fa	run88_G0_0	0	0.817	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	0.fa	run88_G1_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	1.fa	run88_G7_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	2.fa	run88_G10_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	2.fa	run88_G9_3	0	0.154	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	3.fa	run88_G12_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	3.fa	run88_G23_4	0	0.084	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	4.fa	run88_G16_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	4.fa	run88_G17_5	0	0.727	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	5.fa	run88_G21_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	4.fa	run88_G24_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	5.fa	run88_G26_7	0	0.221	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	6.fa	run88_G29_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	7.fa	run88_G31_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	4.fa	run88_G14_5	0	0.329	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
43	4.fa	run88_G13_5	0	0.235	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	0.fa	run26_G5_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	1.fa	run26_G10_1	0	0.100	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	2.fa	run26_G14_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	2.fa	run26_G13_3	0	0.152	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	3.fa	run26_G21_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	3.fa	run26_G22_4	0	0.975	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	3.fa	run26_G16_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	4.fa	run26_G17_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	5.fa	run26_G19_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	4.fa	run26_G24_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	5.fa	run26_G26_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	6.fa	run26_G30_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	6.fa	run26_G29_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	7.fa	run26_G33_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	1.fa	run26_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	1.fa	run26_G2_1	0	0.427	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	0.fa	run26_G6_0	0	0.180	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
44	0.fa	run26_G7_0	0	0.070	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
45	0.fa	run20_G0_0	0	0.589	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	0.fa	run20_G5_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	0.fa	run20_G1_0	0	0.492	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	1.fa	run20_G3_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	2.fa	run20_G9_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	3.fa	run20_G10_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	4.fa	run20_G11_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	5.fa	run20_G13_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	6.fa	run20_G15_9	0	0.556	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	6.fa	run20_G16_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
45	7.fa	run20_G19_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
46	0.fa	run14_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	1.fa	run14_G4_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	1.fa	run14_G3_1	0	0.649	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	2.fa	run14_G9_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	2.fa	run14_G8_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	2.fa	run14_G7_3	0	0.263	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	3.fa	run14_G18_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	3.fa	run14_G17_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	3.fa	run14_G12_4	0	0.207	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	4.fa	run14_G13_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	5.fa	run14_G15_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	4.fa	run14_G20_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	5.fa	run14_G22_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	5.fa	run14_G23_7	0	0.244	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	6.fa	run14_G27_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	7.fa	run14_G30_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	7.fa	run14_G29_11	0	0.920	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	7.fa	run14_G32_11	0	0.909	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	7.fa	run14_G31_11	0	0.875	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
46	0.fa	run14_G1_0	0	0.190	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	0.fa	run74_G3_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	1.fa	run74_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	2.fa	run74_G12_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	2.fa	run74_G10_3	0	0.478	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	2.fa	run74_G9_3	0	0.300	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	3.fa	run74_G14_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	4.fa	run74_G15_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	4.fa	run74_G16_5	0	0.846	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	5.fa	run74_G19_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
